n_anchors,room,trial,origin,max_error_m,previous_best_error_m
3,hab_custom,406,aleatorio,1.7065396944275917,inf
3,hab_custom,407,aleatorio,1.9688641365213133,inf
3,hab_custom,408,aleatorio,1.1390067663148713,inf
3,hab_custom,409,aleatorio,0.7300538778847658,inf
3,hab_custom,410,aleatorio,3.7564565003490817,inf
3,hab_custom,411,aleatorio,3.5143035985580076,inf
3,hab_custom,412,aleatorio,0.4711176170197026,inf
3,hab_custom,413,aleatorio,1.9953726880496294,inf
3,hab_custom,414,aleatorio,0.3798976535703993,inf
3,hab_custom,415,aleatorio,3.1974884371360677,inf
3,hab_custom,416,aleatorio,4.001759740985487,inf
3,hab_custom,417,aleatorio,0.6832576274097091,inf
3,hab_custom,418,aleatorio,1.9023752114951167,inf
3,hab_custom,419,aleatorio,0.9714811860732543,inf
3,hab_custom,420,aleatorio,0.7665131369730394,inf
3,hab_custom,421,aleatorio,0.2975438526359192,inf
3,hab_custom,422,aleatorio,0.29847386989848296,inf
3,hab_custom,423,aleatorio,0.24871029687356058,inf
3,hab_custom,424,aleatorio,0.041396777437392625,inf
3,hab_custom,425,aleatorio,0.03183721240804895,inf
3,hab_custom,426,aleatorio,0.5734385109792737,inf
3,hab_custom,427,aleatorio,1.6244110280482533,inf
3,hab_custom,428,aleatorio,1.037027514625622,inf
3,hab_custom,429,aleatorio,2.0381386809793653,inf
3,hab_custom,430,aleatorio,3.632130331637731,inf
3,hab_custom,431,aleatorio,1.7942121911690345,inf
3,hab_custom,432,aleatorio,0.020976757847333723,inf
3,hab_custom,433,aleatorio,1.272796022217851,inf
3,hab_custom,434,aleatorio,1.4462796507342255,inf
3,hab_custom,435,aleatorio,2.7169684599149946,inf
3,hab_custom,436,aleatorio,5.738051931049213,inf
3,hab_custom,437,aleatorio,3.177385034093682,inf
3,hab_custom,438,aleatorio,2.871067478252707,inf
3,hab_custom,439,aleatorio,2.7816915175432353,inf
3,hab_custom,440,aleatorio,0.5110583285929464,inf
3,hab_custom,441,aleatorio,0.7107165615234555,inf
3,hab_custom,442,aleatorio,0.10370132603815377,inf
3,hab_custom,443,aleatorio,0.47299347257062246,inf
3,hab_custom,444,aleatorio,2.4009450273228876,inf
3,hab_custom,445,aleatorio,0.7303783707671745,inf
3,hab_custom,446,aleatorio,0.2853527798646075,inf
3,hab_custom,447,aleatorio,3.0206134437371897,inf
3,hab_custom,448,aleatorio,0.7473479916662843,inf
3,hab_custom,449,aleatorio,2.5173015499437095,inf
3,hab_custom,450,aleatorio,3.5614712381536426,inf
3,hab_custom,451,aleatorio,4.324453576451759,inf
3,hab_custom,452,aleatorio,0.9003973441205382,inf
3,hab_custom,453,aleatorio,0.38278157290887693,inf
3,hab_custom,454,aleatorio,2.337055638969896,inf
3,hab_custom,455,aleatorio,2.8923046755736017,inf
3,hab_custom,456,aleatorio,0.8702832223614698,inf
3,hab_custom,457,aleatorio,1.2109442044472907,inf
3,hab_custom,458,aleatorio,0.8127346198110271,inf
3,hab_custom,459,aleatorio,5.67097525971916,inf
3,hab_custom,460,aleatorio,1.518941290920239,inf
3,hab_custom,461,aleatorio,2.648737343484973,inf
3,hab_custom,462,aleatorio,2.4153068240521374,inf
3,hab_custom,463,aleatorio,1.969175943883745,inf
3,hab_custom,464,aleatorio,1.2293518893969861,inf
3,hab_custom,465,aleatorio,0.6316972584456665,inf
3,hab_custom,466,aleatorio,13.461208330696495,inf
3,hab_custom,467,aleatorio,4.048889440633945,inf
3,hab_custom,468,aleatorio,15.956643994474017,inf
3,hab_custom,469,aleatorio,4.723583936773947,inf
3,hab_custom,470,aleatorio,1.1533566079008344,inf
3,hab_custom,471,aleatorio,1.3734532386734586,inf
3,hab_custom,472,aleatorio,2.4125160017741307,inf
3,hab_custom,473,aleatorio,2.3834182797626218,inf
3,hab_custom,474,aleatorio,6.206242211406823,inf
